Epoch,Content Loss,Adversarial Loss,Train SNR,Valid SNR,Train PSNR,Valid PSNR,Train SSIM,Valid SSIM,Time Stamp
30,0.013703440316021442,3.060391664505005,13.650265495691981,13.959818595647812,19.80501852264231,20.313350244872883,0.4703819587188108,0.4827022285759449,2023-12-05_21-45-36
31,0.013911396265029907,5.504001140594482,13.65069322160312,13.961672192811966,19.805446239474723,20.31520387459841,0.47387257048061915,0.48407957509160043,2023-12-05_21-47-21
32,0.015908705070614815,4.934701442718506,13.42685431284564,13.730193138122559,19.581607346074115,20.083724889118187,0.47553461323891366,0.4867319966852665,2023-12-05_21-49-06
33,0.01355599332600832,4.92418909072876,13.723455662812505,14.042782956361771,19.878208688853263,20.396314624342107,0.4851899795659951,0.4962098176777363,2023-12-05_21-50-51
34,0.013450780883431435,4.806239604949951,13.753551841207914,14.075438004732131,19.908304866012948,20.428969610920543,0.48803902485540934,0.49840003341436384,2023-12-05_21-52-37
35,0.013757103122770786,5.104671001434326,13.720350672091756,14.045721107721329,19.875103676232026,20.399252763036387,0.48994072054113663,0.5004902984201908,2023-12-05_21-54-23
36,0.01194215938448906,5.077838897705078,13.774654843126024,14.098608338832856,19.929407827625084,20.452140009921738,0.49093900921089306,0.5014035558700561,2023-12-05_21-56-08
37,0.012052563019096851,5.417086124420166,13.76319437963622,14.092813301086426,19.917947426995656,20.446344950348017,0.49243647696716447,0.5029154606163502,2023-12-05_21-57-54
38,0.012259240262210369,5.399235725402832,13.78466810286045,14.115187186002732,19.939421125748094,20.46871884049293,0.49219072957124027,0.502796665430069,2023-12-05_21-59-39
39,0.00957904290407896,5.470538139343262,13.705527637686048,14.03459198474884,19.86028066579299,20.38812365925809,0.48578345707484655,0.496186576038599,2023-12-05_22-01-24
40,0.01491542998701334,3.012864828109741,12.918546226620673,13.195302957296372,19.0732992345483,19.548834586338373,0.4035933726600238,0.41799847304821014,2023-12-05_22-03-10
41,0.011240586638450623,1.5237473249435425,13.55537822672299,13.86222658753395,19.71013125682404,20.215758280365307,0.465929105005094,0.4788982915878296,2023-12-05_22-04-55
42,0.013344235718250275,2.399893283843994,13.726525951709066,14.047967982292175,19.881278970048637,20.40149958671702,0.4840754366559642,0.4953742967545986,2023-12-05_22-06-40
43,0.011805099435150623,3.7370898723602295,13.769191386444229,14.096959227323532,19.923944421192665,20.45049088281559,0.4875730265889849,0.49879699751734735,2023-12-05_22-08-26
44,0.013864915817975998,4.282480239868164,13.336201580081667,13.63673638701439,19.490954592298202,19.99026805685526,0.3849678145136152,0.3982685434818268,2023-12-05_22-10-11
45,0.012289423495531082,1.395945429801941,13.773314386606216,14.104347503185272,19.928067393463614,20.457879102388077,0.48311547545450073,0.4952084378898144,2023-12-05_22-11-56
46,0.014167984016239643,2.2777793407440186,13.812973845856531,14.145022016763686,19.96772684054039,20.498553752348762,0.49640896895102093,0.507982961088419,2023-12-05_22-13-42
47,0.011721024289727211,2.971137523651123,13.8360027802842,14.170184850692749,19.990755791298124,20.52371657856822,0.49835048147610256,0.5095389042794705,2023-12-05_22-15-27
48,0.014656676910817623,3.371309757232666,13.846623040522848,14.182704758644103,20.00137608390747,20.536236383383798,0.49986533007451467,0.5106855915486812,2023-12-05_22-17-13
49,0.011508457362651825,3.740262269973755,13.852778717449732,14.190027219057082,20.007531746648084,20.543558940257412,0.49783523836306165,0.5083833333849906,2023-12-05_22-18-59
50,0.01331862062215805,3.8519632816314697,13.85805434669767,14.197032004594803,20.012807345498757,20.550563695278093,0.4994433519244194,0.5100976024568081,2023-12-05_22-20-44
51,0.01188438106328249,3.8358840942382812,13.85899907393115,14.196511560678482,20.0137521078494,20.55004313967345,0.49891110788498605,0.5091688413918019,2023-12-05_22-22-30
52,0.010655807331204414,3.467447280883789,13.767826251472746,14.077584475278854,19.922579294502306,20.43111605723918,0.48861154835139003,0.49718235462903976,2023-12-05_22-24-15
53,0.011364945210516453,0.6115188598632812,13.381439670494624,13.703178149461746,19.53619265082986,20.05670977730184,0.45684664700712474,0.46739698722958567,2023-12-05_22-26-01
54,0.011063513346016407,0.6541599631309509,13.473382407852581,13.807275706529618,19.628135454844845,20.16080733648726,0.46978484864745823,0.4794831456243992,2023-12-05_22-27-46
55,0.012433621101081371,0.27160683274269104,13.51852270577635,13.838996809720992,19.673275723313747,20.192528392263693,0.47259573729974885,0.48294023841619493,2023-12-05_22-29-31
56,0.014350496232509613,0.5378757119178772,13.566359834160124,13.885011982917785,19.72111287026792,20.23854361520994,0.47910939320921897,0.48899459034204484,2023-12-05_22-31-17
57,0.012834695167839527,0.46176809072494507,13.616159306679453,13.93649863600731,19.770912355335028,20.290030337445092,0.4867878712287971,0.4964677233994007,2023-12-05_22-33-02
58,0.01157374121248722,0.5507122874259949,13.622170667988913,13.942250502109527,19.776923671442677,20.295782259005154,0.4928194213339261,0.5023182339966297,2023-12-05_22-34-48
59,0.014376487582921982,0.6847143769264221,13.70088122359344,14.03430700302124,19.85563425306313,20.38783862437365,0.49792168300066675,0.5081010638177395,2023-12-05_22-36-33
60,0.015504099428653717,0.8536921143531799,13.683960657034602,14.016546243429184,19.83871367532541,20.37007794692923,0.4991862059703895,0.5094065602123737,2023-12-05_22-38-19
61,0.009844962507486343,0.8535507321357727,13.725666809933527,14.063610678911209,19.880419824210335,20.417142350117782,0.5006468951702118,0.5109148959815503,2023-12-05_22-40-04
62,0.00982137955725193,0.8689587116241455,13.731803153668132,14.06970482468605,19.88655617875609,20.423236528108305,0.5009331351944378,0.511194119900465,2023-12-05_22-41-50
63,0.010420105420053005,0.8823260068893433,13.73367524445057,14.071331632137298,19.88842826192966,20.424863192287976,0.5010200322525842,0.511255128979683,2023-12-05_22-43-35
64,0.010598468594253063,0.8806997537612915,13.733615696430206,14.071542817354203,19.888368688237243,20.42507447985159,0.5011409426586969,0.5113643921911717,2023-12-05_22-45-20
65,0.01545012928545475,0.8741028904914856,13.735873149974006,14.073952031135558,19.890626145299073,20.427483717568375,0.5012099171749184,0.5114321185648442,2023-12-05_22-47-06
66,0.011319837532937527,0.8774825930595398,13.736533956016814,14.074918955564499,19.891286971463174,20.428450595688286,0.5013174088937896,0.5115443508327008,2023-12-05_22-48-52
67,0.010646930895745754,0.9081923365592957,13.738688878502165,14.077145749330521,19.893441899295205,20.430677385266208,0.5015858694059508,0.5117996023595333,2023-12-05_22-50-37
68,0.010834782384335995,0.9146726727485657,13.741399452090263,14.080035048723222,19.89615246045207,20.43356662772622,0.5015679045021534,0.5118103887140751,2023-12-05_22-52-23
69,0.01078302413225174,0.916269063949585,13.74258470237255,14.081321054697037,19.8973377290475,20.43485281373989,0.5018219794758728,0.5120410118997097,2023-12-05_22-54-08
70,0.010672023519873619,0.9629605412483215,13.743610322049685,14.082642924785613,19.898363354097498,20.436174563650518,0.5017659419987883,0.5120022283494472,2023-12-05_22-55-54
71,0.012557929381728172,0.9511895179748535,13.745289541993822,14.084406942129135,19.900042592843672,20.43793863097662,0.5019936630129814,0.512244016379118,2023-12-05_22-57-39
72,0.013389010913670063,0.9734257459640503,13.747403282778604,14.086632496118545,19.902156302150438,20.440164085015923,0.5020928712189198,0.5123341864347458,2023-12-05_22-59-25
73,0.012423855252563953,0.9604073166847229,13.747495113100324,14.086658155918121,19.902248139595738,20.440189849362124,0.5020784899166653,0.5123153355717659,2023-12-05_23-01-10
74,0.014021214097738266,0.9666638374328613,13.747196588345936,14.086403518915176,19.901949637997227,20.43993514775372,0.5020682881559645,0.5123020826280117,2023-12-05_23-02-56
75,0.010597520507872105,0.9729520678520203,13.74709282389709,14.086281156539917,19.901845873802852,20.439812771463128,0.5020761749574116,0.5123091189563275,2023-12-05_23-04-40
