Epoch,Content Loss,Adversarial Loss,Train SNR,Valid SNR,Train PSNR,Valid PSNR,Train SSIM,Valid SSIM,Time Stamp
31,0.012403608299791813,,13.868245938420296,14.237365370988845,20.091099728995054,20.639856183366856,0.7188180390851838,0.7369923144578934,2023-12-05_20-02-26
32,0.013862770050764084,,13.86864171070712,14.237849903106689,20.09149550790254,20.640340751551186,0.7188740990843092,0.7370576116442681,2023-12-05_20-04-33
33,0.011874884366989136,,13.869326120189259,14.2386778652668,20.092179879997637,20.641168688910216,0.7188810039843831,0.7370483013987541,2023-12-05_20-06-40
34,0.011387650854885578,,13.869238077316965,14.238470029830932,20.092091902750912,20.640960836996083,0.7189424923488072,0.7371300023794174,2023-12-05_20-08-47
35,0.00963299535214901,,13.870109257953507,14.23963857293129,20.092963062520973,20.64212945050264,0.7188945484587125,0.7370315179228782,2023-12-05_20-10-54
36,0.009805677458643913,,13.870406667249544,14.239988631010055,20.093260465942382,20.642479416556657,0.718759428518159,0.7368744438886643,2023-12-05_20-13-01
37,0.011219124309718609,,13.871155064446585,14.240791672468186,20.094008840231176,20.643282498003163,0.719005410032613,0.737115121781826,2023-12-05_20-15-08
38,0.011768904514610767,,13.871127840876579,14.240842354297637,20.093981629659353,20.64333324950597,0.7192683904511588,0.7374010547995568,2023-12-05_20-17-15
39,0.010540688410401344,,13.872235950401851,14.242057758569718,20.095089747276,20.64454857170297,0.719167546927929,0.7372477778792381,2023-12-05_20-19-20
40,0.012112650088965893,,13.872090490375246,14.24199669957161,20.094944294604176,20.644487449721492,0.7193042446460043,0.7373747891187667,2023-12-05_20-21-26
41,0.012340730987489223,,13.873620624627385,14.243738096952438,20.09647441410327,20.646228909027442,0.7193758957300868,0.7374225395917893,2023-12-05_20-23-33
42,0.01595459133386612,,13.873955707039151,14.244066268205643,20.09680949467829,20.646556973521573,0.7194844528181212,0.737540884912014,2023-12-05_20-25-39
43,0.010730259120464325,,13.873944687417575,14.24409286379814,20.096798451548292,20.64658365889834,0.7194862870659147,0.7375028494000435,2023-12-05_20-27-46
44,0.009222878143191338,,13.87521083865847,14.24559543132782,20.09806464304477,20.648086215885105,0.719575133068221,0.7375752261281013,2023-12-05_20-29-52
45,0.013699029572308064,,13.875615067567145,14.245938229560853,20.098468857593893,20.648429090573824,0.7196167137793132,0.7376143208146095,2023-12-05_20-32-00
